Name,ISIN,Distribution Type,Ticker,NAV,As Of,Bid,Price As Of,Share Class Currency,AUM (M),UCITS,Domicile,OCF (%),TER,Asset Class,Sub Asset Class,Region,Location,Share Class,Market,Strategy,Investment Style,Inception Date,Fund Name,Net Assets,Shares Outstanding,ISA Eligibility,Product Methodology,Issuing Company,Benchmark Index,Benchmark Level,SIPP Availability,UK Distributor / Reporting Status,Discrete,,,,,,,,,Annualised,,,,,,,,,,Cumulative,,,,,,,,,,Calendar,,,,,,,,,Portfolio Characteristics,,,,,Characteristics,,,,,,Sustainability Characteristics (MSCI),,,
iShares MSCI Brazil UCITS ETF (DE) (Acc),DE000A0Q4R85,Accumulating,4BRZ,27.28,23/Oct/2020,-,23/Oct/2020,USD,244.41,Y,Germany,-,0.33,Equity,Large/Mid Cap,Latin America,Brazil,- ,Emerging,-,Index,24/Oct/2018,iShares MSCI Brazil UCITS ETF (DE),"244,409,845.51","8,960,000.00",Yes,Replicated,iShares (DE) I Investmentaktiengesellschaft mit TGV,MSCI Emerging - Brazil Net USD Index,397.16,Yes,No/Yes,iShares MSCI Brazil UCITS ETF (DE) (Acc),DE000A0Q4R85,24/Oct/2018,-,-,-,-,-33.05,30/Sep/2020,iShares MSCI Brazil UCITS ETF (DE) (Acc),DE000A0Q4R85,24/Oct/2018,-33.05,-,-,-,-,-15.82,30/Sep/2020,iShares MSCI Brazil UCITS ETF (DE) (Acc),DE000A0Q4R85,24/Oct/2018,-41.31,18.37,-,-,-,-28.25,30/Sep/2020,iShares MSCI Brazil UCITS ETF (DE) (Acc),DE000A0Q4R85,24/Oct/2018,-,-,-,-,25.30,31/Dec/2019,iShares MSCI Brazil UCITS ETF (DE) (Acc),12.46,1.96,0.00,"27,036.04",-,0.00,-1.12,0.00,-0.05,-,BB,3.88,223.26,-
iShares $ Floating Rate Bond UCITS ETF MXN Hedged (Acc),IE00BDDRDZ46,Accumulating,FRMXNX,585.20,23/Oct/2020,-,23/Oct/2020,MXN,"2,209.91",Y,Ireland,-,0.15,Fixed Income,Credit,Global,Broad,Hedged,Developed,Currency Hedged,Index,31/Aug/2018,iShares $ Floating Rate Bond UCITS ETF,"12,935,695,665.49","22,104,622.00",Yes,Sampled,iShares II plc,Bloomberg Barclays US Floating Rate Note < 5 Years Index,142.18,Yes,No/Yes,iShares $ Floating Rate Bond UCITS ETF MXN Hedged (Acc),IE00BDDRDZ46,31/Aug/2018,-,-,-,8.94,6.36,30/Sep/2020,iShares $ Floating Rate Bond UCITS ETF MXN Hedged (Acc),IE00BDDRDZ46,31/Aug/2018,6.36,7.65,-,-,-,7.67,30/Sep/2020,iShares $ Floating Rate Bond UCITS ETF MXN Hedged (Acc),IE00BDDRDZ46,31/Aug/2018,4.12,6.33,-,-,-,16.53,30/Sep/2020,iShares $ Floating Rate Bond UCITS ETF MXN Hedged (Acc),IE00BDDRDZ46,31/Aug/2018,-,-,-,-,9.97,31/Dec/2019,iShares $ Floating Rate Bond UCITS ETF MXN Hedged (Acc),9.28,0.80,0.14,0.00,-,1.30,0.92,0.14,0.61,-,BBB,5.20,70.80,-
iShares Core Global Aggregate Bond UCITS ETF NZD Hedged (Acc),IE00BYV3HN70,Accumulating,AGGNZX,5.64,23/Oct/2020,-,23/Oct/2020,NZD,"4,024.60",Y,Ireland,-,0.15,Fixed Income,Credit,Global,Broad,Hedged,Developed,"CORE, Currency Hedged",Index,06/Sep/2018,iShares Core Global Aggregate Bond UCITS ETF,"136,568,818.91","24,207,181.00",Yes,Sampled,iShares III plc,The Bloomberg Barclays Global Aggregate Bond Index,543.80,Yes,No/Yes,iShares Core Global Aggregate Bond UCITS ETF NZD Hedged (Acc),IE00BYV3HN70,06/Sep/2018,-,-,-,9.68,3.23,30/Sep/2020,iShares Core Global Aggregate Bond UCITS ETF NZD Hedged (Acc),IE00BYV3HN70,06/Sep/2018,3.23,6.41,-,-,-,6.05,30/Sep/2020,iShares Core Global Aggregate Bond UCITS ETF NZD Hedged (Acc),IE00BYV3HN70,06/Sep/2018,3.96,2.96,-,-,-,12.92,30/Sep/2020,iShares Core Global Aggregate Bond UCITS ETF NZD Hedged (Acc),IE00BYV3HN70,06/Sep/2018,-,-,-,-,7.22,31/Dec/2019,iShares Core Global Aggregate Bond UCITS ETF NZD Hedged (Acc),11.50,0.97,7.17,0.00,-,8.86,2.36,7.18,0.88,-,A,5.96,205.03,-
iShares J. P. Morgan $ EM Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH417,Accumulating,EMBMXX,628.07,23/Oct/2020,-,23/Oct/2020,MXN,"10,586.04",Y,Ireland,-,0.50,Fixed Income,Government,Global,Broad,Hedged,Emerging,Currency Hedged,Index,31/Aug/2018,iShares J.P. Morgan $ EM Bond UCITS ETF,"2,235,740,755.12","3,559,697.00",Yes,Sampled,iShares II plc,J.P. Morgan EMBI Global Core Index,608.96,Yes,No/Yes,iShares J. P. Morgan $ EM Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH417,31/Aug/2018,-,-,-,17.56,4.06,30/Sep/2020,iShares J. P. Morgan $ EM Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH417,31/Aug/2018,4.06,10.60,-,-,-,11.33,30/Sep/2020,iShares J. P. Morgan $ EM Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH417,31/Aug/2018,0.70,17.54,-,-,-,24.95,30/Sep/2020,iShares J. P. Morgan $ EM Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH417,31/Aug/2018,-,-,-,-,22.12,31/Dec/2019,iShares J. P. Morgan $ EM Bond UCITS ETF MXN Hedged (Acc),4.52,0.53,5.13,0.00,-,13.64,4.88,8.59,4.43,5.90,BB,3.20,"1,283.84",-
iShares $ High Yield Corp Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH961,Accumulating,IHYMXX,596.42,23/Oct/2020,-,23/Oct/2020,MXN,"7,332.01",Y,Ireland,-,0.55,Fixed Income,High Yield,North America,United States,Hedged,Developed,Currency Hedged,Index,31/Aug/2018,iShares $ High Yield Corp Bond UCITS ETF,"4,282,901,644.37","7,180,988.00",Yes,Sampled,iShares II plc,Markit iBoxx USD Liquid High Yield Capped Index,227.66,Yes,No/Yes,iShares $ High Yield Corp Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH961,31/Aug/2018,-,-,-,11.65,4.07,30/Sep/2020,iShares $ High Yield Corp Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH961,31/Aug/2018,4.07,7.79,-,-,-,7.95,30/Sep/2020,iShares $ High Yield Corp Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH961,31/Aug/2018,0.15,14.49,-,-,-,17.21,30/Sep/2020,iShares $ High Yield Corp Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH961,31/Aug/2018,-,-,-,-,19.34,31/Dec/2019,iShares $ High Yield Corp Bond UCITS ETF MXN Hedged (Acc),10.13,0.91,1.31,596.26,-,3.81,5.57,3.42,4.78,6.28,BB,3.11,285.75,-
iShares $ Short Duration Corp Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH631,Accumulating,SDMXX,618.91,23/Oct/2020,-,23/Oct/2020,MXN,"5,858.73",Y,Ireland,-,0.25,Fixed Income,Credit,North America,United States,Hedged,Developed,Currency Hedged,Index,31/Aug/2018,iShares $ Short Duration Corp Bond UCITS ETF,"15,331,708,215.79","24,772,268.00",Yes,Sampled,iShares IV plc,Markit iBoxx USD Liquid Investment Grade 0-5 Index,134.65,Yes,No/Yes,iShares $ Short Duration Corp Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH631,31/Aug/2018,-,-,-,12.12,9.41,30/Sep/2020,iShares $ Short Duration Corp Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH631,31/Aug/2018,9.41,10.76,-,-,-,10.58,30/Sep/2020,iShares $ Short Duration Corp Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH631,31/Aug/2018,7.11,7.73,-,-,-,23.14,30/Sep/2020,iShares $ Short Duration Corp Bond UCITS ETF MXN Hedged (Acc),IE00BDDRH631,31/Aug/2018,-,-,-,-,12.12,31/Dec/2019,iShares $ Short Duration Corp Bond UCITS ETF MXN Hedged (Acc),11.44,1.04,2.34,0.00,-,2.47,3.17,2.34,0.84,3.04,BBB,5.44,120.34,-
iShares $ Treasury Bond 1-3yr UCITS ETF MXN Hedged (Acc),IE00BDDRHB81,Accumulating,IBTMXX,606.98,23/Oct/2020,-,23/Oct/2020,MXN,"7,164.99",Y,Ireland,-,0.12,Fixed Income,Government,North America,United States,Hedged,Developed,Currency Hedged,Index,31/Aug/2018,iShares $ Treasury Bond 1-3yr UCITS ETF,"9,560,196,540.98","15,750,515.00",Yes,Sampled,iShares plc,ICE U.S. Treasury 1-3 Year Bond Index,109.83,Yes,No/Yes,iShares $ Treasury Bond 1-3yr UCITS ETF MXN Hedged (Acc),IE00BDDRHB81,31/Aug/2018,-,-,-,10.49,9.22,30/Sep/2020,iShares $ Treasury Bond 1-3yr UCITS ETF MXN Hedged (Acc),IE00BDDRHB81,31/Aug/2018,9.22,9.86,-,-,-,9.63,30/Sep/2020,iShares $ Treasury Bond 1-3yr UCITS ETF MXN Hedged (Acc),IE00BDDRHB81,31/Aug/2018,7.19,2.80,-,-,-,21.03,30/Sep/2020,iShares $ Treasury Bond 1-3yr UCITS ETF MXN Hedged (Acc),IE00BDDRHB81,31/Aug/2018,-,-,-,-,9.55,31/Dec/2019,iShares $ Treasury Bond 1-3yr UCITS ETF MXN Hedged (Acc),0.00,0.00,1.88,0.00,-,1.92,1.87,1.88,0.17,0.61,A,6.58,-,-
iShares Nasdaq 100 UCITS ETF EUR Hedged (Acc),IE00BYVQ9F29,Accumulating,NQSE,7.55,23/Oct/2020,-,23/Oct/2020,EUR,"6,073.08",Y,Ireland,-,0.36,Equity,Large Cap,North America,United States,Hedged,Developed,Currency Hedged,Index,10/Sep/2018,iShares NASDAQ 100 UCITS ETF,"133,856,179.28","17,726,698.00",Yes,Replicated,iShares VII plc,NASDAQ-100® Index,"13,174.56",Yes,No/Yes,iShares Nasdaq 100 UCITS ETF EUR Hedged (Acc),IE00BYVQ9F29,10/Sep/2018,-,-,-,-0.87,45.20,30/Sep/2020,iShares Nasdaq 100 UCITS ETF EUR Hedged (Acc),IE00BYVQ9F29,10/Sep/2018,45.20,19.97,-,-,-,20.70,30/Sep/2020,iShares Nasdaq 100 UCITS ETF EUR Hedged (Acc),IE00BYVQ9F29,10/Sep/2018,29.66,45.44,-,-,-,47.22,30/Sep/2020,iShares Nasdaq 100 UCITS ETF EUR Hedged (Acc),IE00BYVQ9F29,10/Sep/2018,-,-,-,-,34.77,31/Dec/2019,iShares Nasdaq 100 UCITS ETF EUR Hedged (Acc),35.26,6.83,0.00,"792,228.08",-,0.00,0.01,0.00,0.00,-,AA,7.18,39.06,-
iShares S&P 500 Communication Sector UCITS ETF USD (Acc),IE00BDDRF478,Accumulating,IUCM,6.59,23/Oct/2020,-,23/Oct/2020,USD,102.15,Y,Ireland,-,0.15,Equity,All Cap,North America,United States,- ,Developed,Sectors,Index,17/Sep/2018,iShares S&P 500 Communication Sector UCITS ETF,"102,151,089.16","15,500,000.00",Yes,Replicated,iShares V plc,S&P 500 Capped 35/20 Communication Services Index,377.72,Yes,No/Yes,iShares S&P 500 Communication Sector UCITS ETF USD (Acc),IE00BDDRF478,17/Sep/2018,-,-,-,5.35,18.01,30/Sep/2020,iShares S&P 500 Communication Sector UCITS ETF USD (Acc),IE00BDDRF478,17/Sep/2018,18.01,11.50,-,-,-,12.51,30/Sep/2020,iShares S&P 500 Communication Sector UCITS ETF USD (Acc),IE00BDDRF478,17/Sep/2018,8.39,30.54,-,-,-,27.12,30/Sep/2020,iShares S&P 500 Communication Sector UCITS ETF USD (Acc),IE00BDDRF478,17/Sep/2018,-,-,-,-,32.21,31/Dec/2019,iShares S&P 500 Communication Sector UCITS ETF USD (Acc),24.71,3.68,0.00,"575,078.61",-,0.00,0.04,0.00,0.00,-,BBB,4.46,16.88,-
iShares J.P. Morgan ESG $ EM Bond UCITS ETF USD (Dist),IE00BDDRDW15,Distributing,EMES,5.36,23/Oct/2020,-,23/Oct/2020,USD,825.72,Y,Ireland,-,0.45,Fixed Income,Government,Global,Broad,- ,Emerging,Sustainable,Index,24/Sep/2018,iShares J.P. Morgan ESG $ EM Bond UCITS ETF,"101,915,088.39","19,022,219.00",Yes,Sampled,iShares II plc,JP Morgan ESG EMBI Global Diversified index,141.56,Yes,No/Yes,iShares J.P. Morgan ESG $ EM Bond UCITS ETF USD (Dist),IE00BDDRDW15,24/Sep/2018,-,-,-,11.90,2.49,30/Sep/2020,iShares J.P. Morgan ESG $ EM Bond UCITS ETF USD (Dist),IE00BDDRDW15,24/Sep/2018,2.49,7.09,-,-,-,7.25,30/Sep/2020,iShares J.P. Morgan ESG $ EM Bond UCITS ETF USD (Dist),IE00BDDRDW15,24/Sep/2018,0.38,13.86,-,-,-,15.17,30/Sep/2020,iShares J.P. Morgan ESG $ EM Bond UCITS ETF USD (Dist),IE00BDDRDW15,24/Sep/2018,-,-,-,-,15.49,31/Dec/2019,iShares J.P. Morgan ESG $ EM Bond UCITS ETF USD (Dist),15.32,0.66,5.34,0.00,4.32,13.12,4.82,8.41,4.21,-,BB,3.83,467.73,ESG Broad
iShares J.P. Morgan ESG $ EM Bond UCITS ETF USD (Acc),IE00BF553838,Accumulating,EMSA,5.77,23/Oct/2020,-,23/Oct/2020,USD,825.72,Y,Ireland,-,0.45,Fixed Income,Government,Global,Broad,- ,Emerging,Sustainable,Index,24/Sep/2018,iShares J.P. Morgan ESG $ EM Bond UCITS ETF,"557,876,849.42","96,677,210.00",Yes,Sampled,iShares II plc,JP Morgan ESG EMBI Global Diversified index,141.56,Yes,No/Yes,iShares J.P. Morgan ESG $ EM Bond UCITS ETF USD (Acc),IE00BF553838,24/Sep/2018,-,-,-,11.90,2.49,30/Sep/2020,iShares J.P. Morgan ESG $ EM Bond UCITS ETF USD (Acc),IE00BF553838,24/Sep/2018,2.49,7.09,-,-,-,7.25,30/Sep/2020,iShares J.P. Morgan ESG $ EM Bond UCITS ETF USD (Acc),IE00BF553838,24/Sep/2018,0.38,13.86,-,-,-,15.17,30/Sep/2020,iShares J.P. Morgan ESG $ EM Bond UCITS ETF USD (Acc),IE00BF553838,24/Sep/2018,-,-,-,-,15.49,31/Dec/2019,iShares J.P. Morgan ESG $ EM Bond UCITS ETF USD (Acc),15.32,0.66,5.34,0.00,-,13.12,4.82,8.41,4.21,-,BB,3.83,467.73,ESG Broad
iShares Green Bond Index Fund (IE) D GBP Hedged Accumulating,IE00BD5GZQ41,Accumulating,-,11.41,22/Oct/2020,11.41,22/Oct/2020,GBP,"2,107.96",Y,Ireland,0.22,-,Fixed Income,Multi Sectors,Global,Broad,Class D Hedged,Developed,Sustainable,Index,08/Oct/2018,iShares Green Bond Index Fund (IE),"90,908,157.16","7,968,405.88",-,-,BlackRock Asset Management Ireland Limited,BBG Barc Global Green Bond Index,-,-,-,iShares Green Bond Index Fund (IE) D GBP Hedged Accumulating,IE00BD5GZQ41,08/Oct/2018,-,-,-,-,2.32,30/Sep/2020,iShares Green Bond Index Fund (IE) D GBP Hedged Accumulating,IE00BD5GZQ41,08/Oct/2018,2.32,-,-,-,-,6.73,30/Sep/2020,iShares Green Bond Index Fund (IE) D GBP Hedged Accumulating,IE00BD5GZQ41,08/Oct/2018,3.99,5.57,-,-,-,13.75,30/Sep/2020,iShares Green Bond Index Fund (IE) D GBP Hedged Accumulating,IE00BD5GZQ41,08/Oct/2018,-,-,-,-,7.88,31/Dec/2019,iShares Green Bond Index Fund (IE) D GBP Hedged Accumulating,9.64,0.77,8.03,0.00,1.47,9.08,-,8.08,-,-,A,6.75,443.30,Impact
iShares MSCI USA ESG Screened UCITS ETF USD (Acc),IE00BFNM3G45,Accumulating,SASU,6.67,23/Oct/2020,-,23/Oct/2020,USD,"1,415.96",Y,Ireland,-,0.07,Equity,Large/Mid Cap,North America,United States,- ,Developed,Sustainable,Index,19/Oct/2018,iShares MSCI USA ESG Screened UCITS ETF,"1,240,212,196.13","186,045,115.00",Yes,Optimised,iShares IV plc,MSCI USA ESG Screened Index,"3,119.90",Yes,No/Yes,iShares MSCI USA ESG Screened UCITS ETF USD (Acc),IE00BFNM3G45,19/Oct/2018,-,-,-,-,18.36,30/Sep/2020,iShares MSCI USA ESG Screened UCITS ETF USD (Acc),IE00BFNM3G45,19/Oct/2018,18.36,-,-,-,-,14.12,30/Sep/2020,iShares MSCI USA ESG Screened UCITS ETF USD (Acc),IE00BFNM3G45,19/Oct/2018,8.11,34.44,-,-,-,29.34,30/Sep/2020,iShares MSCI USA ESG Screened UCITS ETF USD (Acc),IE00BFNM3G45,19/Oct/2018,-,-,-,-,31.50,31/Dec/2019,iShares MSCI USA ESG Screened UCITS ETF USD (Acc),24.07,3.78,0.00,"451,139.33",-,0.00,0.03,0.00,0.00,-,A,6.48,86.82,Screened
iShares MSCI USA ESG Screened UCITS ETF USD (Dist),IE00BFNM3H51,Distributing,SDUS,6.50,23/Oct/2020,-,23/Oct/2020,USD,"1,415.96",Y,Ireland,-,0.07,Equity,Large/Mid Cap,North America,United States,- ,Developed,Sustainable,Index,19/Oct/2018,iShares MSCI USA ESG Screened UCITS ETF,"175,744,627.50","27,020,113.00",Yes,Optimised,iShares IV plc,MSCI USA ESG Screened Index,"3,119.90",Yes,No/Yes,iShares MSCI USA ESG Screened UCITS ETF USD (Dist),IE00BFNM3H51,19/Oct/2018,-,-,-,-,18.36,30/Sep/2020,iShares MSCI USA ESG Screened UCITS ETF USD (Dist),IE00BFNM3H51,19/Oct/2018,18.36,-,-,-,-,14.12,30/Sep/2020,iShares MSCI USA ESG Screened UCITS ETF USD (Dist),IE00BFNM3H51,19/Oct/2018,8.11,34.44,-,-,-,29.33,30/Sep/2020,iShares MSCI USA ESG Screened UCITS ETF USD (Dist),IE00BFNM3H51,19/Oct/2018,-,-,-,-,31.50,31/Dec/2019,iShares MSCI USA ESG Screened UCITS ETF USD (Dist),24.07,3.78,0.00,"451,139.33",-,0.00,0.03,0.00,0.00,-,A,6.48,86.82,Screened
iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),IE00BFNM3D14,Accumulating,SAEU,5.33,23/Oct/2020,-,23/Oct/2020,EUR,468.60,Y,Ireland,-,0.12,Equity,Large/Mid Cap,Europe,Broad,- ,Developed,Sustainable,Index,19/Oct/2018,iShares MSCI Europe ESG Screened UCITS ETF,"443,023,011.06","83,044,215.00",Yes,Optimised,iShares IV plc,MSCI Europe ESG Screened Index,"1,892.09",Yes,No/Yes,iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),IE00BFNM3D14,19/Oct/2018,-,-,-,-,-5.71,30/Sep/2020,iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),IE00BFNM3D14,19/Oct/2018,-5.71,-,-,-,-,3.05,30/Sep/2020,iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),IE00BFNM3D14,19/Oct/2018,-10.84,14.39,-,-,-,6.03,30/Sep/2020,iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),IE00BFNM3D14,19/Oct/2018,-,-,-,-,26.35,31/Dec/2019,iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),17.03,1.71,0.00,"65,623.22",-,0.00,0.00,0.00,-0.01,-,AA,7.98,116.11,Screened
iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),IE00BFNM3F38,Distributing,SDUE,5.10,23/Oct/2020,-,23/Oct/2020,EUR,468.60,Y,Ireland,-,0.12,Equity,Large/Mid Cap,Europe,Broad,- ,Developed,Sustainable,Index,19/Oct/2018,iShares MSCI Europe ESG Screened UCITS ETF,"25,576,542.07","5,014,691.00",Yes,Optimised,iShares IV plc,MSCI Europe ESG Screened Index,"1,892.09",Yes,No/Yes,iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),IE00BFNM3F38,19/Oct/2018,-,-,-,-,-5.71,30/Sep/2020,iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),IE00BFNM3F38,19/Oct/2018,-5.71,-,-,-,-,3.05,30/Sep/2020,iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),IE00BFNM3F38,19/Oct/2018,-10.84,14.39,-,-,-,6.02,30/Sep/2020,iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),IE00BFNM3F38,19/Oct/2018,-,-,-,-,26.35,31/Dec/2019,iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),17.03,1.71,0.00,"65,623.22",2.12,0.00,0.00,0.00,-0.01,-,AA,7.98,116.11,Screened
iShares MSCI EMU ESG Screened UCITS ETF EUR (Dist),IE00BFNM3C07,Distributing,SMUD,5.03,23/Oct/2020,-,23/Oct/2020,EUR,934.29,Y,Ireland,-,0.12,Equity,Large/Mid Cap,Europe,Broad,- ,Developed,Sustainable,Index,19/Oct/2018,iShares MSCI EMU ESG Screened UCITS ETF,"60,754,864.90","12,073,567.00",Yes,Optimised,iShares IV plc,MSCI EMU ESG Screened Index,"2,001.04",Yes,No/Yes,iShares MSCI EMU ESG Screened UCITS ETF EUR (Dist),IE00BFNM3C07,19/Oct/2018,-,-,-,-,-6.42,30/Sep/2020,iShares MSCI EMU ESG Screened UCITS ETF EUR (Dist),IE00BFNM3C07,19/Oct/2018,-6.42,-,-,-,-,1.97,30/Sep/2020,iShares MSCI EMU ESG Screened UCITS ETF EUR (Dist),IE00BFNM3C07,19/Oct/2018,-11.00,17.78,-,-,-,3.88,30/Sep/2020,iShares MSCI EMU ESG Screened UCITS ETF EUR (Dist),IE00BFNM3C07,19/Oct/2018,-,-,-,-,25.49,31/Dec/2019,iShares MSCI EMU ESG Screened UCITS ETF EUR (Dist),16.06,1.50,0.00,"56,696.38",1.72,0.00,0.00,0.00,0.00,-,AA,7.82,128.41,Screened
iShares MSCI EMU ESG Screened UCITS ETF EUR (Acc),IE00BFNM3B99,Accumulating,SAUM,5.25,23/Oct/2020,-,23/Oct/2020,EUR,934.29,Y,Ireland,-,0.12,Equity,Large/Mid Cap,Europe,Broad,- ,Developed,Sustainable,Index,19/Oct/2018,iShares MSCI EMU ESG Screened UCITS ETF,"873,534,048.14","166,488,659.00",Yes,Optimised,iShares IV plc,MSCI EMU ESG Screened Index,"2,001.04",Yes,No/Yes,iShares MSCI EMU ESG Screened UCITS ETF EUR (Acc),IE00BFNM3B99,19/Oct/2018,-,-,-,-,-6.42,30/Sep/2020,iShares MSCI EMU ESG Screened UCITS ETF EUR (Acc),IE00BFNM3B99,19/Oct/2018,-6.42,-,-,-,-,1.97,30/Sep/2020,iShares MSCI EMU ESG Screened UCITS ETF EUR (Acc),IE00BFNM3B99,19/Oct/2018,-11.00,17.78,-,-,-,3.88,30/Sep/2020,iShares MSCI EMU ESG Screened UCITS ETF EUR (Acc),IE00BFNM3B99,19/Oct/2018,-,-,-,-,25.49,31/Dec/2019,iShares MSCI EMU ESG Screened UCITS ETF EUR (Acc),16.06,1.50,0.00,"56,696.38",-,0.00,0.00,0.00,0.00,-,AA,7.82,128.41,Screened
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,Distributing,SEDM,5.93,23/Oct/2020,-,23/Oct/2020,USD,812.07,Y,Ireland,-,0.18,Equity,All Cap,Global,Broad,- ,Emerging,Sustainable,Index,19/Oct/2018,iShares MSCI EM IMI ESG Screened UCITS ETF,"65,541,620.42","11,057,448.00",Yes,Optimised,iShares IV plc,MSCI EM IMI ESG Screened Index,"1,574.16",Yes,No/Yes,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,19/Oct/2018,-,-,-,-,11.68,30/Sep/2020,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,19/Oct/2018,11.68,-,-,-,-,8.84,30/Sep/2020,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,19/Oct/2018,-0.15,30.80,-,-,-,17.94,30/Sep/2020,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,19/Oct/2018,-,-,-,-,18.03,31/Dec/2019,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),16.09,1.74,0.00,"180,337.51",2.01,0.00,0.02,0.00,0.00,-,BBB,4.63,203.29,Screened
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,Accumulating,SAEM,6.12,23/Oct/2020,-,23/Oct/2020,USD,812.07,Y,Ireland,-,0.18,Equity,All Cap,Global,Broad,- ,Emerging,Sustainable,Index,19/Oct/2018,iShares MSCI EM IMI ESG Screened UCITS ETF,"746,529,806.32","122,019,965.00",Yes,Optimised,iShares IV plc,MSCI EM IMI ESG Screened Index,"1,574.16",Yes,No/Yes,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,19/Oct/2018,-,-,-,-,11.69,30/Sep/2020,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,19/Oct/2018,11.69,-,-,-,-,8.84,30/Sep/2020,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,19/Oct/2018,-0.15,30.80,-,-,-,17.94,30/Sep/2020,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,19/Oct/2018,-,-,-,-,18.03,31/Dec/2019,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),16.09,1.74,0.00,"180,337.51",-,0.00,0.02,0.00,0.00,-,BBB,4.63,203.29,Screened
iShares MSCI Japan ESG Screened UCITS ETF USD (Dist),IE00BFNM3M05,Distributing,SDJP,5.25,23/Oct/2020,-,23/Oct/2020,USD,183.34,Y,Ireland,-,0.15,Equity,Large/Mid Cap,Asia Pacific,Japan,- ,Developed,Sustainable,Index,19/Oct/2018,iShares MSCI Japan ESG Screened UCITS ETF,"8,240,953.38","1,570,633.00",Yes,Optimised,iShares IV plc,MSCI Japan ESG Screened Index,"2,010.25",Yes,No/Seeking,iShares MSCI Japan ESG Screened UCITS ETF USD (Dist),IE00BFNM3M05,19/Oct/2018,-,-,-,-,7.39,30/Sep/2020,iShares MSCI Japan ESG Screened UCITS ETF USD (Dist),IE00BFNM3M05,19/Oct/2018,7.39,-,-,-,-,4.47,30/Sep/2020,iShares MSCI Japan ESG Screened UCITS ETF USD (Dist),IE00BFNM3M05,19/Oct/2018,-0.42,19.92,-,-,-,8.89,30/Sep/2020,iShares MSCI Japan ESG Screened UCITS ETF USD (Dist),IE00BFNM3M05,19/Oct/2018,-,-,-,-,20.73,31/Dec/2019,iShares MSCI Japan ESG Screened UCITS ETF USD (Dist),16.92,1.34,0.00,"44,179.62",1.82,0.00,0.05,0.00,0.00,-,A,6.57,61.67,Screened
